usummary_code,HS_total_imports,TiVA_total_imports,difference,usummary_name
3365AO,299419314.0,225000000,74419314.0,All other transportation equipment manufacturing
337,509095899.0,516000000,-6904101.0,Furniture and related products
3391,6835237553.0,9437000000,-2601762447.0,Medical equipment and supplies manufacturing
3399,10202603039.0,4672000000,5530603039.0,Other miscellaneous manufacturing
4231,0.0,0,0.0,Motor vehicle and motor vehicle parts and supplies
4234,0.0,0,0.0,Professional and commercial equipment and supplies
4236,0.0,0,0.0,Household appliances and electrical and electronic goods
4238,0.0,0,0.0,"Machinery, equipment, and supplies"
423X,0.0,0,0.0,Other durable goods merchant wholesalers
4242,0.0,0,0.0,Drugs and druggists' sundries
4244,0.0,0,0.0,Grocery and related product wholesalers
4247,0.0,0,0.0,Petroleum and petroleum products
424X,0.0,0,0.0,Other nondurable goods merchant wholesalers
425,0.0,0,0.0,Wholesale electronic markets and agents and brokers
42ID,0.0,0,0.0,Customs duties
441,0.0,0,0.0,Motor vehicle and parts dealers
444,0.0,0,0.0,Building material and garden equipment and supplies dealers
445,0.0,0,0.0,Food and beverage stores
446,0.0,0,0.0,Health and personal care stores
447,0.0,0,0.0,Gasoline stations
448,0.0,0,0.0,Clothing and clothing accessories stores
452,0.0,0,0.0,General merchandise stores
454,0.0,0,0.0,Nonstore retailers
481,0.0,15116000000,-15116000000.0,Air transportation
482,0.0,0,0.0,Rail transportation
483,0.0,0,0.0,Water transportation
484,0.0,0,0.0,Truck transportation
485,0.0,0,0.0,Transit and ground passenger transportation
486,0.0,0,0.0,Pipeline transportation
48A,0.0,0,0.0,Scenic and sightseeing transportation and support activities
492,0.0,0,0.0,Couriers and messengers
493,0.0,0,0.0,Warehousing and storage
4A0X,0.0,0,0.0,All other retail
5111,0.0,152000000,-152000000.0,"Newspaper, periodical, book, and directory publishers"
5112,0.0,106000000,-106000000.0,Software publishers
512,0.0,1405000000,-1405000000.0,Motion picture and sound recording industries
515,0.0,0,0.0,Broadcasting (except internet)
5171,0.0,9000000,-9000000.0,Wired telecommunications carriers
5172,0.0,0,0.0,Wireless telecommunications carriers (except satellite)
5174OT,0.0,0,0.0,"Other telecommunications, including satellite"
518,0.0,70000000,-70000000.0,"Data processing, hosting, and related services"
519,0.0,169000000,-169000000.0,Other information services
521CI,0.0,1601000000,-1601000000.0,"Federal reserve banks, credit intermediation, and related activities"
523,0.0,4000000,-4000000.0,"Securities, commodity contracts, and investments"
524113,0.0,0,0.0,Direct life insurance carriers
5241X,0.0,40019000000,-40019000000.0,"Insurance carriers, except direct life"
5242,0.0,0,0.0,"Agencies, brokerages, and other insurance related activities"
525,0.0,0,0.0,"Funds, trusts, and other financial vehicles"
532RL,0.0,0,0.0,Rental and leasing services and lessors of intangible assets
5411,0.0,395000000,-395000000.0,Legal services
5412,0.0,784000000,-784000000.0,"Accounting, tax preparation, bookkeeping, and payroll services"
5413,0.0,1371000000,-1371000000.0,"Architectural, engineering, and related services"
5415,0.0,1821000000,-1821000000.0,Computer systems design and related services
5416,0.0,4457000000,-4457000000.0,"Management, scientific, and technical consulting services"
5417,0.0,4424000000,-4424000000.0,Scientific research and development services
5418,0.0,1207000000,-1207000000.0,"Advertising, public relations, and related services"
541X,0.0,433000000,-433000000.0,"Specialized design services and other professional, scientific, and technical services"
55,0.0,0,0.0,Management of companies and enterprises
5613,0.0,288000000,-288000000.0,Employment services
5617,0.0,0,0.0,Services to buildings and dwellings
561X,0.0,57000000,-57000000.0,Other administrative and support services
562,0.0,34000000,-34000000.0,Waste management and remediation services
61,0.0,431000000,-431000000.0,Educational services
6211,0.0,5000000,-5000000.0,Offices of physicians
6212,0.0,5000000,-5000000.0,Offices of dentists
6213,0.0,5000000,-5000000.0,Offices of other health practitioners
6214,0.0,5000000,-5000000.0,Outpatient care centers
6215OH,0.0,16000000,-16000000.0,Other ambulatory health care services
622,0.0,815000000,-815000000.0,Hospitals
623,0.0,11000000,-11000000.0,Nursing and residential care facilities
624,0.0,0,0.0,Social assistance
711AS,0.0,671000000,-671000000.0,"Performing arts, spectator sports, museums, and related activities"
713,0.0,0,0.0,"Amusements, gambling, and recreation industries"
721,0.0,0,0.0,Accommodation
722,0.0,0,0.0,Food services and drinking places
811,0.0,462000000,-462000000.0,Repair and maintenance
812,0.0,0,0.0,Personal and laundry services
813,0.0,0,0.0,"Religious, grantmaking, civic, professional, and similar organizations"
814,0.0,0,0.0,Private households
GFE,0.0,0,0.0,Federal government enterprises
GFGD,0.0,0,0.0,Federal general government (defense)
GFGN,0.0,0,0.0,Federal general government (nondefense)
GSLE,0.0,0,0.0,State and local government enterprises
GSLGE,0.0,0,0.0,State and local government (educational services)
GSLGH,0.0,0,0.0,State and local government (hospitals and health services)
GSLGO,0.0,0,0.0,State and local government (other services)
HSO,0.0,0,0.0,Owner-occupied housing
HST,0.0,0,0.0,Tenant-occupied housing
ORE,0.0,0,0.0,Other real estate
Other,13051705287.0,71605000000,-58553294713.0,Unknown
Used,0.0,1270000000,-1270000000.0,Unknown
